student_id,term_id,total_charges,total_payments,balance
10003618,2025FA,4505,6312,-1807
10003619,2025FA,4898,6235,-1337
10003620,2025FA,4479,2986,1493
10003620,2025SP,6807,1572,5235
10003621,2025FA,5755,2901,2854
10003622,2025FA,5873,1347,4526
10003622,2025SP,5221,2071,3150
10003623,2025FA,8648,4046,4602
10003624,2025FA,5989,3776,2213
10003625,2025FA,5914,2126,3788
10003625,2025SP,6642,1310,5332
10003626,2025FA,9946,1710,8236
10003626,2025SP,4901,2699,2202
10003627,2025FA,5980,2808,3172
10003627,2025SP,10042,4016,6026
10003628,2025FA,5987,5208,779
10003628,2025SP,6773,4085,2688
10003629,2025FA,6233,2614,3619
10003629,2025SP,5122,4218,904
10003630,2025FA,4704,3161,1543
10003631,2025FA,5406,6156,-750
10003632,2025FA,9879,4510,5369
10003632,2025SP,3394,2634,760
10003633,2025FA,9250,2165,7085
10003633,2025SP,3308,6507,-3199
10003634,2025FA,5015,4212,803
10003634,2025SP,8793,4435,4358
10003635,2025FA,5112,2111,3001
10003635,2025SP,4721,4249,472
10003636,2025FA,5251,3579,1672
10003637,2025FA,11899,734,11165
10003637,2025SP,3826,5340,-1514
10003638,2025FA,5172,3205,1967
10003638,2025SP,4158,1676,2482
10003639,2025FA,6160,5525,635
10003639,2025SP,4912,3499,1413
10003640,2025FA,9482,2326,7156
10003640,2025SP,3356,3925,-569
10003641,2025FA,5041,2286,2755
10003641,2025SP,4710,1373,3337
10003642,2025FA,5043,5813,-770
10003643,2025FA,8724,4129,4595
10003643,2025SP,4829,3871,958
10003644,2025FA,8021,4027,3994
10003645,2025FA,4725,6233,-1508
10003646,2025FA,10678,2150,8528
10003647,2025FA,5291,4558,733
10003648,2025FA,4664,3443,1221
10003649,2025FA,5885,228,5657
10003649,2025SP,6250,1232,5018
10003650,2025FA,8071,2432,5639
10003651,2025FA,7909,5852,2057
10003651,2025SP,4133,3235,898
10003652,2025FA,9494,2092,7402
10003652,2025SP,3289,2192,1097
10003653,2025FA,4664,2581,2083
10003653,2025SP,3881,2711,1170
10003654,2025FA,4843,2620,2223
10003655,2025FA,4821,3514,1307
10003656,2025FA,10098,2372,7726
10003657,2025FA,10648,3945,6703
10003658,2025FA,9218,1474,7744
10003659,2025FA,4831,4789,42
10003660,2025FA,4854,2880,1974
10003661,2025FA,11434,3004,8430
10003662,2025FA,4720,4961,-241
10003662,2025SP,3979,5707,-1728
10003663,2025FA,4398,2160,2238
10003664,2025FA,4790,4167,623
10003665,2025FA,5173,6061,-888
10003666,2025FA,6421,1175,5246
10003667,2025FA,5710,4745,965
10003668,2025FA,5818,3864,1954
10003669,2025FA,8673,1690,6983
10003670,2025FA,8772,3005,5767
10003671,2025FA,4891,312,4579
10003671,2025SP,3834,4919,-1085
10003672,2025FA,4711,1961,2750
10003673,2025FA,4859,2894,1965
10003673,2025SP,4751,5759,-1008
10003674,2025FA,5762,2566,3196
10003675,2025FA,8012,5285,2727
10003675,2025SP,4594,5340,-746
10003676,2025FA,4837,3257,1580
10003677,2025FA,10566,2191,8375
10003677,2025SP,4532,1607,2925
10003678,2025FA,5088,4546,542
10003679,2025FA,8810,3126,5684
10003680,2025FA,8661,3829,4832
10003680,2025SP,3816,9125,-5309
10003681,2025FA,9349,2553,6796
10003682,2025FA,5750,4220,1530
10003682,2025SP,3469,2561,908
10003683,2025FA,12097,1459,10638
10003684,2025FA,6297,5252,1045
10003684,2025SP,5262,2660,2602
10003685,2025FA,4478,6357,-1879
10003686,2025FA,9443,1928,7515
10003686,2025SP,3853,3252,601
10003687,2025FA,4581,1828,2753
10003688,2025FA,5139,3197,1942
10003688,2025SP,3341,3173,168
10003689,2025FA,11178,5635,5543
10003690,2025FA,5066,2578,2488
10003690,2025SP,8089,2282,5807
10003691,2025FA,4656,1362,3294
10003691,2025SP,5244,1918,3326
10003692,2025FA,4312,1739,2573
10003693,2025FA,8089,3591,4498
10003694,2025FA,8073,3413,4660
10003694,2025SP,5165,3297,1868
10003695,2025FA,4561,1604,2957
10003695,2025SP,6068,3077,2991
10003696,2025FA,4845,6202,-1357
10003697,2025FA,6446,2932,3514
10003698,2025FA,4325,1604,2721
10003699,2025FA,5452,3457,1995
10003699,2025SP,3719,3559,160
10003700,2025FA,4571,2766,1805
10003701,2025FA,8715,4625,4090
10003702,2025FA,4886,3956,930
10003702,2025SP,4178,1296,2882
10003703,2025FA,4380,2621,1759
10003704,2025FA,5874,4190,1684
10003705,2025FA,6157,1450,4707
10003705,2025SP,9334,5324,4010
10003706,2025FA,8097,5472,2625
10003706,2025SP,6719,3592,3127
10003707,2025FA,4332,3816,516
10003708,2025FA,4762,846,3916
10003708,2025SP,6607,2476,4131
10003709,2025FA,8845,1942,6903
10003710,2025FA,4651,2052,2599
10003710,2025SP,3279,2121,1158
10003711,2025FA,4372,3821,551
10003712,2025FA,9209,5984,3225
10003712,2025SP,6678,5908,770
10003713,2025FA,4787,4072,715
10003713,2025SP,8596,4532,4064
10003714,2025FA,4664,3017,1647
10003715,2025FA,10563,1395,9168
10003715,2025SP,4772,1140,3632
10003716,2025FA,5108,1749,3359
10003717,2025FA,4592,3120,1472
10003718,2025FA,4467,2534,1933
10003719,2025FA,5754,5842,-88
10003720,2025FA,8553,3106,5447
10003720,2025SP,3504,1013,2491
10003721,2025FA,5842,798,5044
10003722,2025FA,4410,2440,1970
10003723,2025FA,5014,755,4259
10003723,2025SP,5428,4355,1073
10003724,2025FA,9308,2170,7138
10003724,2025SP,3717,3997,-280
10003725,2025FA,5351,5070,281
10003726,2025FA,5528,2862,2666
10003726,2025SP,6761,2544,4217
10003727,2025FA,8030,2693,5337
10003728,2025FA,5623,2493,3130
10003729,2025FA,5094,5184,-90
10003729,2025SP,8096,7444,652
10003730,2025FA,5027,3360,1667
10003731,2025FA,4836,2816,2020
10003731,2025SP,3271,6802,-3531
10003732,2025FA,4429,7341,-2912
10003732,2025SP,5211,4715,496
10003733,2025FA,4531,5512,-981
10003734,2025FA,4746,3797,949
10003735,2025FA,4390,4462,-72
10003735,2025SP,4427,3776,651
10003736,2025FA,4762,6398,-1636
10003736,2025SP,6814,5499,1315
10003737,2025FA,11978,6116,5862
10003737,2025SP,5111,1012,4099
10003738,2025FA,10536,2925,7611
10003738,2025SP,4714,3699,1015
10003739,2025FA,4910,2741,2169
10003740,2025FA,10087,2126,7961
10003741,2025FA,4323,2065,2258
10003742,2025FA,8065,5054,3011
10003742,2025SP,4915,2143,2772
10003743,2025FA,4519,4430,89
10003743,2025SP,3959,3809,150
10003744,2025FA,6151,2777,3374
10003744,2025SP,9472,1680,7792
10003745,2025FA,6056,3859,2197
10003745,2025SP,4749,4551,198
10003746,2025FA,9972,240,9732
10003746,2025SP,3628,562,3066
10003747,2025FA,6214,1175,5039
10003747,2025SP,4778,1200,3578
10003748,2025FA,4942,6465,-1523
10003749,2025FA,4944,3715,1229
10003750,2025FA,5013,3705,1308
10003751,2025FA,4689,1497,3192
10003751,2025SP,6729,2828,3901
10003752,2025FA,11865,2035,9830
10003753,2025FA,4667,3428,1239
10003753,2025SP,6016,2228,3788
10003754,2025FA,5202,3707,1495
10003754,2025SP,4932,4488,444
10003755,2025FA,5292,6538,-1246
10003755,2025SP,3252,4339,-1087
10003756,2025FA,5006,5664,-658
10003756,2025SP,4177,1741,2436
10003757,2025FA,4817,916,3901
10003758,2025FA,8718,765,7953
10003759,2025FA,4380,5202,-822
10003760,2025FA,8047,261,7786
10003761,2025FA,5113,472,4641
10003761,2025SP,3723,2860,863
10003762,2025FA,7942,3876,4066
10003762,2025SP,4668,4935,-267
10003763,2025FA,4808,3868,940
10003763,2025SP,4887,6061,-1174
10003764,2025FA,9236,3782,5454
10003764,2025SP,4945,2968,1977
10003765,2025FA,4822,4400,422
10003765,2025SP,5590,3400,2190
10003766,2025FA,5206,5525,-319
10003767,2025FA,5266,3098,2168
10003767,2025SP,8619,3906,4713
10003768,2025FA,4856,3199,1657
10003768,2025SP,3327,4035,-708
10003769,2025FA,5605,3245,2360
10003769,2025SP,4069,887,3182
10003770,2025FA,8564,3241,5323
10003770,2025SP,6150,2674,3476
10003771,2025FA,8145,243,7902
10003771,2025SP,3759,3345,414
10003772,2025FA,9870,6145,3725
10003773,2025FA,5126,7116,-1990
10003774,2025FA,9394,4310,5084
10003775,2025FA,9302,3976,5326
10003776,2025FA,4781,3081,1700
10003776,2025SP,3817,1333,2484
10003777,2025FA,5962,4396,1566
10003778,2025FA,8101,2601,5500
10003779,2025FA,6110,3299,2811
10003779,2025SP,5126,4871,255
10003780,2025FA,4513,4174,339
10003781,2025FA,7928,1576,6352
10003782,2025FA,4699,4091,608
10003783,2025FA,5435,855,4580
10003783,2025SP,4694,557,4137
10003784,2025FA,9230,3189,6041
10003785,2025FA,4939,4096,843
10003785,2025SP,4682,2409,2273
10003786,2025FA,10786,2651,8135
10003786,2025SP,4898,2391,2507
10003787,2025FA,4795,6064,-1269
10003787,2025SP,6172,1866,4306
10003788,2025FA,4917,5637,-720
10003789,2025FA,4937,2828,2109
10003790,2025FA,6174,1340,4834
10003791,2025FA,6051,6109,-58
10003792,2025FA,10523,3586,6937
10003793,2025FA,5167,1984,3183
10003794,2025FA,4950,4105,845
10003795,2025FA,5407,1488,3919
10003796,2025FA,8709,3647,5062
10003797,2025FA,4432,660,3772
10003797,2025SP,3352,3233,119
10003798,2025FA,9226,2475,6751
10003799,2025FA,8622,772,7850
10003800,2025FA,4507,4223,284
10003801,2025FA,5177,2368,2809
10003802,2025FA,10646,4807,5839
10003802,2025SP,4835,7014,-2179
10003803,2025FA,8550,3959,4591
10003803,2025SP,5195,5888,-693
10003804,2025FA,5033,2404,2629
10003805,2025FA,9265,3639,5626
10003805,2025SP,8669,2709,5960
10003806,2025FA,4551,4554,-3
10003807,2025FA,4862,2782,2080
10003808,2025FA,4428,4867,-439
10003809,2025FA,10029,2706,7323
10003810,2025FA,9335,3342,5993
10003810,2025SP,5392,1730,3662
10003811,2025FA,9883,1254,8629
10003811,2025SP,8714,3973,4741
10003812,2025FA,9451,3390,6061
10003812,2025SP,3793,2127,1666
10003813,2025FA,9375,3528,5847
10003813,2025SP,4392,4941,-549
10003814,2025FA,4664,5270,-606
10003815,2025FA,4785,530,4255
10003816,2025FA,4722,3403,1319
10003817,2025FA,4728,8007,-3279
10003818,2025FA,4864,1238,3626
10003819,2025FA,6270,4044,2226
10003819,2025SP,8711,3183,5528
10003820,2025FA,5649,331,5318
10003820,2025SP,5181,7600,-2419
10003821,2025FA,5208,2516,2692
10003822,2025FA,5020,2734,2286
10003823,2025FA,4762,4117,645
10003823,2025SP,4407,2669,1738
10003824,2025FA,4872,2318,2554
10003824,2025SP,6786,1812,4974
10003825,2025FA,4830,228,4602
10003826,2025FA,5704,4815,889
10003827,2025FA,10759,3431,7328
10003828,2025FA,5779,6442,-663
10003829,2025FA,9305,1977,7328
10003829,2025SP,3315,1808,1507
10003830,2025FA,11964,1879,10085
10003831,2025FA,4705,3759,946
10003832,2025FA,4706,4095,611
10003833,2025FA,4411,4917,-506
10003834,2025FA,10717,2195,8522
10003835,2025FA,5801,2434,3367
10003835,2025SP,3838,4884,-1046
10003836,2025FA,10634,2541,8093
10003837,2025FA,4595,3589,1006
10003837,2025SP,4677,1383,3294
10003838,2025FA,9248,3972,5276
10003838,2025SP,4935,5086,-151
10003839,2025FA,4726,2060,2666
10003839,2025SP,6220,7786,-1566
10003840,2025FA,10016,6474,3542
10003840,2025SP,4063,1733,2330
10003841,2025FA,5121,2801,2320
10003841,2025SP,3857,3547,310
10003842,2025FA,9450,3092,6358
10003842,2025SP,3809,4220,-411
10003843,2025FA,5807,8003,-2196
10003844,2025FA,8833,624,8209
10003844,2025SP,4233,4621,-388
10003845,2025FA,4495,767,3728
10003846,2025FA,6477,4799,1678
10003846,2025SP,4475,2972,1503
10003847,2025FA,5887,5965,-78
10003848,2025FA,4691,3450,1241
10003849,2025FA,5038,7175,-2137
10003850,2025FA,4573,3981,592
10003851,2025FA,9906,4999,4907
10003852,2025FA,5845,1707,4138
10003853,2025FA,4766,5817,-1051
10003853,2025SP,5092,4273,819
10003854,2025FA,4806,2471,2335
10003854,2025SP,4883,6007,-1124
10003855,2025FA,4808,3496,1312
10003855,2025SP,5179,1272,3907
10003856,2025FA,5566,5566,0
10003857,2025FA,4316,4407,-91
10003858,2025FA,4698,7056,-2358
10003858,2025SP,4715,1787,2928
10003859,2025FA,8672,4914,3758
10003859,2025SP,4784,4579,205
10003860,2025FA,4313,4136,177
10003861,2025FA,6559,4780,1779
10003861,2025SP,8150,4132,4018
10003862,2025FA,5701,3291,2410
10003863,2025FA,5247,4778,469
10003863,2025SP,6039,4786,1253
10003864,2025FA,5379,3220,2159
10003865,2025FA,4856,5043,-187
10003866,2025FA,9432,2965,6467
10003867,2025FA,6216,6682,-466
10003867,2025SP,5144,250,4894
10003868,2025FA,5207,1002,4205
10003869,2025FA,5470,5228,242
10003870,2025FA,4863,3981,882
10003871,2025FA,5830,1675,4155
10003872,2025FA,4816,1548,3268
10003872,2025SP,4765,1381,3384
10003873,2025FA,6115,4205,1910
10003873,2025SP,3867,3291,576
10003874,2025FA,4668,6094,-1426
10003875,2025FA,4777,2873,1904
10003876,2025FA,5863,4207,1656
10003877,2025FA,8559,6552,2007
10003877,2025SP,4215,2436,1779
10003878,2025FA,12485,587,11898
10003879,2025FA,4415,935,3480
10003880,2025FA,6784,1834,4950
10003880,2025SP,4175,4326,-151
10003881,2025FA,8571,1499,7072
10003881,2025SP,5019,4585,434
10003882,2025FA,8649,3890,4759
10003883,2025FA,4470,5019,-549
10003884,2025FA,4746,919,3827
10003885,2025FA,4561,3774,787
10003886,2025FA,5231,3918,1313
10003887,2025FA,5530,1487,4043
10003888,2025FA,8567,3128,5439
10003889,2025FA,9348,3518,5830
10003889,2025SP,3722,3801,-79
10003890,2025FA,5730,950,4780
10003891,2025FA,4362,2877,1485
10003891,2025SP,7489,5322,2167
10003892,2025FA,4377,4394,-17
10003893,2025FA,8100,3702,4398
10003894,2025FA,6087,591,5496
10003894,2025SP,3889,5478,-1589
10003895,2025FA,4883,1676,3207
10003896,2025FA,6053,6718,-665
10003896,2025SP,6862,3862,3000
10003897,2025FA,4741,3362,1379
10003898,2025FA,8804,3414,5390
10003899,2025FA,5081,2966,2115
10003900,2025FA,4930,1950,2980
10003901,2025FA,5504,4367,1137
10003902,2025FA,8664,1247,7417
10003903,2025FA,4757,3394,1363
10003904,2025FA,9238,1363,7875
10003904,2025SP,3511,1558,1953
10003905,2025FA,11257,5342,5915
10003906,2025FA,10608,4427,6181
10003907,2025FA,5255,4264,991
10003907,2025SP,4525,7227,-2702
10003908,2025FA,6662,3254,3408
10003909,2025FA,5911,4349,1562
10003909,2025SP,4743,1713,3030
10003910,2025FA,6949,2661,4288
10003911,2025FA,5834,2167,3667
10003912,2025FA,4391,5942,-1551
10003913,2025FA,4916,3060,1856
10003913,2025SP,8022,4321,3701
10003914,2025FA,6325,1702,4623
10003915,2025FA,4546,6482,-1936
10003915,2025SP,4675,7188,-2513
10003916,2025FA,5828,1840,3988
10003917,2025FA,4943,4404,539
10003918,2025FA,6108,3884,2224
10003919,2025FA,10664,3548,7116
10003919,2025SP,4943,3190,1753
10003920,2025FA,4710,3982,728
10003920,2025SP,3754,2264,1490
10003921,2025FA,7926,2713,5213
10003921,2025SP,3465,3361,104
10003922,2025FA,5902,1324,4578
10003923,2025FA,5479,3792,1687
10003924,2025FA,4801,3269,1532
10003925,2025FA,8081,2527,5554
10003925,2025SP,8689,3589,5100
10003926,2025FA,5135,3498,1637
10003927,2025FA,5987,2893,3094
10003928,2025FA,5280,2494,2786
10003928,2025SP,6690,4424,2266
10003929,2025FA,5406,2718,2688
10003930,2025FA,5168,3752,1416
10003930,2025SP,5959,2550,3409
10003931,2025FA,5115,4830,285
10003932,2025FA,6222,2967,3255
10003933,2025FA,9995,2874,7121
10003934,2025FA,9244,3153,6091
10003935,2025FA,5504,8070,-2566
10003936,2025FA,4810,782,4028
10003936,2025SP,4516,2890,1626
10003937,2025FA,5452,3733,1719
10003938,2025FA,4327,6884,-2557
10003939,2025FA,8177,3315,4862
10003940,2025FA,5533,4715,818
10003940,2025SP,3602,6148,-2546
10003941,2025FA,8657,7207,1450
10003941,2025SP,4519,1379,3140
10003942,2025FA,4741,1732,3009
10003943,2025FA,5615,6030,-415
10003944,2025FA,5778,2787,2991
10003945,2025FA,4876,6497,-1621
10003946,2025FA,4868,2174,2694
10003946,2025SP,5052,2935,2117
10003947,2025FA,4796,4379,417
10003947,2025SP,4579,4397,182
10003948,2025FA,6776,1749,5027
10003948,2025SP,4223,2131,2092
10003949,2025FA,4310,1718,2592
10003950,2025FA,4780,2738,2042
10003951,2025FA,4719,3402,1317
10003952,2025FA,4314,1144,3170
10003953,2025FA,7988,6419,1569
10003954,2025FA,6599,6102,497
10003954,2025SP,8704,500,8204
10003955,2025FA,4567,5317,-750
10003955,2025SP,9440,3169,6271
10003956,2025FA,8767,1946,6821
10003956,2025SP,3956,2281,1675
10003957,2025FA,10634,1380,9254
10003958,2025FA,4936,2445,2491
10003958,2025SP,3418,6688,-3270
10003959,2025FA,10768,2494,8274
10003960,2025FA,4677,3655,1022
10003960,2025SP,3358,1112,2246
10003961,2025FA,6105,1679,4426
10003961,2025SP,6861,5992,869
10003962,2025FA,5048,4034,1014
10003962,2025SP,3673,3276,397
10003963,2025FA,4807,1285,3522
10003964,2025FA,11328,3853,7475
10003965,2025FA,4399,3823,576
10003966,2025FA,4822,3586,1236
10003967,2025FA,10132,7255,2877
10003968,2025FA,5050,5799,-749
10003969,2025FA,4766,3346,1420
10003970,2025FA,6058,4213,1845
10003970,2025SP,4915,4434,481
10003971,2025FA,8598,1886,6712
10003972,2025FA,4322,3666,656
10003973,2025FA,5537,2656,2881
10003974,2025FA,6420,3323,3097
10003974,2025SP,3660,4632,-972
10003975,2025FA,5717,4655,1062
10003976,2025FA,7045,1338,5707
10003976,2025SP,3749,1313,2436
10003977,2025FA,8687,4249,4438
10003977,2025SP,5049,5137,-88
10003978,2025FA,9948,2882,7066
10003978,2025SP,4666,474,4192
10003979,2025FA,4820,3128,1692
10003980,2025FA,8688,3664,5024
10003980,2025SP,3730,2440,1290
10003981,2025FA,5936,4198,1738
10003981,2025SP,3773,1174,2599
10003982,2025FA,5773,5808,-35
10003983,2025FA,5740,1302,4438
10003983,2025SP,3406,6231,-2825
10003984,2025FA,6402,4456,1946
10003985,2025FA,4738,2373,2365
10003985,2025SP,9336,3661,5675
10003986,2025FA,4577,1657,2920
10003986,2025SP,3876,7338,-3462
10003987,2025FA,5393,698,4695
10003988,2025FA,6286,5690,596
10003989,2025FA,6064,4909,1155
10003989,2025SP,4851,4013,838
10003990,2025FA,8602,6899,1703
10003991,2025FA,5015,5815,-800
10003991,2025SP,6192,2680,3512
10003992,2025FA,4809,1210,3599
10003992,2025SP,3254,3924,-670
10003993,2025FA,4856,6139,-1283
10003993,2025SP,9202,3304,5898
10003994,2025FA,5779,4010,1769
10003994,2025SP,6710,4700,2010
10003995,2025FA,9417,4081,5336
10003996,2025FA,8567,2350,6217
10003997,2025FA,6183,4033,2150
10003998,2025FA,6100,2718,3382
10003999,2025FA,6263,2915,3348
10003999,2025SP,6140,3576,2564
10004000,2025FA,8557,5136,3421
10004000,2025SP,3305,3022,283
10004001,2025FA,5487,5627,-140
10004002,2025FA,9422,1475,7947
10004003,2025FA,9960,4840,5120
10004004,2025FA,5216,4204,1012
10004005,2025FA,4857,3852,1005
10004006,2025FA,4437,2684,1753
10004006,2025SP,3294,5141,-1847
10004007,2025FA,5221,4118,1103
10004008,2025FA,4734,2802,1932
10004009,2025FA,10575,6070,4505
10004010,2025FA,6680,6406,274
10004010,2025SP,8839,4369,4470
10004011,2025FA,5606,1608,3998
10004011,2025SP,9455,5405,4050
10004012,2025FA,5193,2858,2335
10004013,2025FA,8056,6750,1306
10004014,2025FA,7938,999,6939
10004015,2025FA,5022,6715,-1693
10004015,2025SP,4825,4556,269
10004016,2025FA,4408,4285,123
10004017,2025FA,5164,2409,2755
10004018,2025FA,4382,1848,2534
10004018,2025SP,7904,2588,5316
10004019,2025FA,5110,907,4203
10004020,2025FA,8642,2753,5889
10004020,2025SP,3623,1989,1634
10004021,2025FA,4679,2795,1884
10004021,2025SP,3764,2708,1056
10004022,2025FA,10070,4643,5427
10004022,2025SP,8808,4407,4401
10004023,2025FA,8552,3572,4980
10004023,2025SP,3829,3364,465
10004024,2025FA,4694,246,4448
10004025,2025FA,8042,4541,3501
10004026,2025FA,6279,3491,2788
10004026,2025SP,8763,2585,6178
10004027,2025FA,4651,1031,3620
10004027,2025SP,5005,4257,748
10004028,2025FA,8634,5029,3605
10004028,2025SP,5258,2791,2467
10004029,2025FA,5836,317,5519
10004030,2025FA,11438,3088,8350
10004031,2025FA,6052,4291,1761
10004032,2025FA,4856,2619,2237
10004033,2025FA,6567,4747,1820
10004034,2025FA,4947,1211,3736
10004034,2025SP,4566,3331,1235
10004035,2025FA,5890,3078,2812
10004036,2025FA,4689,3330,1359
10004037,2025FA,8074,5460,2614
10004038,2025FA,4760,2331,2429
10004038,2025SP,6857,3115,3742
10004039,2025FA,9215,5521,3694
10004039,2025SP,4775,5789,-1014
10004040,2025FA,5772,4190,1582
10004040,2025SP,4533,1809,2724
10004041,2025FA,5095,1574,3521
10004041,2025SP,6877,2714,4163
10004042,2025FA,5616,1797,3819
10004042,2025SP,4790,3343,1447
10004043,2025FA,9487,928,8559
10004044,2025FA,9405,2992,6413
10004045,2025FA,6227,1746,4481
10004046,2025FA,4520,4716,-196
10004047,2025FA,11230,2554,8676
10004047,2025SP,8828,2434,6394
10004048,2025FA,5243,5863,-620
10004049,2025FA,5490,3710,1780
10004050,2025FA,4584,3967,617
10004050,2025SP,8744,6319,2425
10004051,2025FA,4809,6734,-1925
10004052,2025FA,4825,1063,3762
10004053,2025FA,11397,2584,8813
10004053,2025SP,4757,2968,1789
10004054,2025FA,4671,3338,1333
10004055,2025FA,4544,2034,2510
10004055,2025SP,3851,4048,-197
10004056,2025FA,4794,3344,1450
10004057,2025FA,8095,3442,4653
10004058,2025FA,4759,3034,1725
10004058,2025SP,5087,3058,2029
10004059,2025FA,8661,3263,5398
10004059,2025SP,4594,2583,2011
10004060,2025FA,4923,1510,3413
10004060,2025SP,3538,1637,1901
10004061,2025FA,5496,3416,2080
10004062,2025FA,5800,5425,375
10004063,2025FA,6227,4104,2123
10004064,2025FA,8708,3877,4831
10004064,2025SP,4723,1407,3316
10004065,2025FA,8136,1999,6137
10004066,2025FA,10539,3005,7534
10004067,2025FA,5587,3789,1798
10004068,2025FA,4590,3828,762
10004068,2025SP,4822,2020,2802
10004069,2025FA,5842,248,5594
10004070,2025FA,5072,5916,-844
10004071,2025FA,4669,997,3672
10004072,2025FA,4813,5231,-418
10004073,2025FA,5847,5394,453
10004074,2025FA,6293,4811,1482
10004075,2025FA,4343,3564,779
10004076,2025FA,5091,2391,2700
10004076,2025SP,8834,4319,4515
10004077,2025FA,5484,3636,1848
10004077,2025SP,4439,1487,2952
10004078,2025FA,4655,3488,1167
10004078,2025SP,3657,5196,-1539
10004079,2025FA,5084,516,4568
10004080,2025FA,9447,1402,8045
10004080,2025SP,6675,4374,2301
10004081,2025FA,4367,333,4034
10004082,2025FA,7919,662,7257
10004082,2025SP,9412,5887,3525
10004083,2025FA,5260,381,4879
10004083,2025SP,8675,4663,4012
10004084,2025FA,10066,3259,6807
10004084,2025SP,4697,2680,2017
10004085,2025FA,8610,1543,7067
10004086,2025FA,4866,4032,834
10004087,2025FA,8115,2095,6020
10004088,2025FA,8792,490,8302
10004088,2025SP,4766,5613,-847
10004089,2025FA,5782,4754,1028
10004089,2025SP,4666,5657,-991
10004090,2025FA,4539,5191,-652
10004090,2025SP,3852,1661,2191
10004091,2025FA,4861,6806,-1945
10004092,2025FA,11312,4950,6362
10004093,2025FA,6317,1997,4320
10004093,2025SP,4700,2908,1792
10004094,2025FA,9328,3165,6163
10004095,2025FA,8561,2825,5736
10004095,2025SP,4661,4627,34
10004096,2025FA,4867,5859,-992
10004096,2025SP,6754,1255,5499
10004097,2025FA,4939,2431,2508
10004098,2025FA,4896,4053,843
10004099,2025FA,4877,4641,236
10004100,2025FA,9227,2711,6516
10004100,2025SP,7326,4551,2775
10004101,2025FA,10711,5095,5616
10004102,2025FA,4583,3271,1312
10004103,2025FA,8614,3990,4624
10004104,2025FA,11412,2520,8892
10004104,2025SP,4837,1208,3629
10004105,2025FA,11953,1412,10541
10004106,2025FA,4675,3195,1480
10004107,2025FA,5506,4326,1180
10004107,2025SP,4717,3963,754
10004108,2025FA,4351,3401,950
10004109,2025FA,5750,2345,3405
10004110,2025FA,5859,2808,3051
10004110,2025SP,5476,3961,1515
10004111,2025FA,4725,3941,784
10004112,2025FA,11215,3776,7439
10004113,2025FA,9916,941,8975
10004114,2025FA,4817,3770,1047
10004115,2025FA,8833,864,7969
10004115,2025SP,6740,5371,1369
10004116,2025FA,5017,3260,1757
10004117,2025FA,4306,6540,-2234
10004117,2025SP,3505,3523,-18
10004118,2025FA,10128,2650,7478
10004119,2025FA,5119,720,4399
10004120,2025FA,4659,4720,-61
10004121,2025FA,5299,4876,423
10004122,2025FA,5474,2269,3205
10004123,2025FA,4453,831,3622
10004124,2025FA,5292,560,4732
10004125,2025FA,5036,615,4421
10004125,2025SP,5494,7048,-1554
10004126,2025FA,5070,4116,954
10004126,2025SP,3404,2658,746
10004127,2025FA,8108,218,7890
10004128,2025FA,4710,4197,513
10004129,2025FA,5160,2176,2984
10004130,2025FA,4774,5576,-802
10004131,2025FA,8184,2303,5881
10004131,2025SP,5277,1731,3546
10004132,2025FA,5959,2731,3228
10004132,2025SP,8814,2967,5847
10004133,2025FA,4318,895,3423
10004133,2025SP,5421,2269,3152
10004134,2025FA,5417,2156,3261
10004135,2025FA,4456,2905,1551
10004136,2025FA,4908,2937,1971
10004137,2025FA,8581,3371,5210
